Tweet,Country,Topic,Sentiment,Sentiment_Expression,Sentiment_Target
منتخب كوريا الشمالية يطلب اللجوء السياسي الى لبنان ...لانو الريس كيم ليلعن اختون اذا رجعوا. و هيك هيك بلدنا محب و بيستوعب والخيم بعدا موجودة,lebanon,sports,negative,implicit,كوريا الشمالية
الابتسامة أمرها عجيب إن أهديتها لحبيب شعر بالفرح وإن أهديتها لعدو شعر بالندم وإن أهديتها لمن لاتعرف أصبحت صدقه… وإن صنعتها لنفسك ازددت قوة..,jordan,personal,positive,explicit,لابتسامة
لو في عنا دوله وعندها كرامي كانت هي بطلب بسعد الحريري وبتطلب محاكمة على الاهاني الي سببها لدولة ولشعب البناني,syria,politics,negative,explicit,
#شو_رح_يصير بعتقد شعب صار عنده الوعي الكافي حتى ما ينجر الى ما يحمد عقباه كلنا عايشين على ظهر سفينة اسمها لبنان اذا غرقت ح تغرق جميع معها,lebanon,politics,positive,explicit,شعب صار عنده الوعي الكافي
سعيد: أحمّل حزب الله مسؤوليةأي أَذًى أتعرضّ له يا سعيد انتبه من السبهان حزب الله ما قارئك يمكن تروح فرق عملة السبهان https://t.co/SxacfQXl5X,syria,politics,negative,explicit,حزب الله
في طبع سيء جدا انا بكرهو والحمدلله مش موجود عندي رغم انه ظاهرة عالمية، انت بيكون معك الغرض، بس مش محتاجه، في حين شخ… https://t.co/EUdInPKI6J,palestine,personal,negative,explicit,طبع سيء
الى / كل اهلي الشعب العراقي العظيم .اقول لكم للأسف نبني مصالح شخصيه وعامه فيما بيننا وهي طبعا جميله ولكن لا نعمل و… https://t.co/DyPRw6Srgk,syria,politics,negative,explicit,للأسف نبني مصالح شخصيه
يعني إنته هسه إنساني لدرجة إنو حضرتك محترم حتى الذبانة بس تنتقص من أديان الأخرين و معتقداتهم؟ . حيل و كولش إنساني إنته برافو إستمر.,jordan,personal,negative,explicit,أديان الأخرين و معتقداتهم
مجلس النواب اللبناني يقرُّ ضرائب بهدف زيادة الإيرادات وهو لم ينجز موازنة من ١٢ سنة من ضمنها موازنة ٢٠١٨.. #بلد_كل_مين_ايدو_الو,lebanon,politics,negative,explicit,يقرُّ ضرائب
@turki_tata طيب! شو دخل؟؟؟ لازم نامق هو اللي ياكل هوا مش فرحات حبيب الشعب!!!😭 حرام عليهم يا مستهدف من الكل مش عيشة… https://t.co/UVP10Ld330,palestine,personal,negative,explicit,حرام عليهم يا مستهدف
"أكتر شي بيضحك اليوم هني الناس يلي عم يكتبوا ""مبروك للمنتخب الاسترالي الشقيق ما خيبت ظننا""!! انو خيّ أنت بتعرف استراليا عل خريطة اصلا؟!",lebanon,sports,negative,explicit,للمنتخب الاسترالي
في بعض البلاد المشروبات الروحية ارخص من الطعام والماء لحتى يضل الشعب سكران ونايم ومش واعي للسرقات. بس عنا ب #لبنان ليش الشعب نايم ؟؟,lebanon,politics,negative,explicit,المشروبات الروحية
""" دع إبتسامتك هي أول ملامحك فهي لك صحة ، . وفي الدين صدقة ، وفي القلب سعادة ، ولمن حولك أثراً جميلاً ...،",jordan,personal,positive,explicit,إبتسامتك هي أول ملامحك
لا تظن أنك خسرت شيئاً عندما تغافلت عن زلّة أحدهم، عندما قابلت إساءةً بالصمت والإحسان، هي خيراتٌ ستعودُ إليك يوماً، ولا شيء يُنسى عند الله,lebanon,personal,positive,explicit,"['لا شيء يُنسى عند الله', 'خيراتٌ', 'الاحسان', 'الإحسان', 'تغافلت عن زلّة أحدهم', 'لا تظن أنك خسرت شيئاً']"
اليمن و الحدود المشتركة و قلة امكانات الجيش الحوثي و 3 سنوات بلا نصر فماذا لو كانت دولة نووية كأيران أو جماعة كاملة… https://t.co/3ebIesntGV,palestine,politics,negative,explicit,لة امكانات الجيش الحوثي
كنّا سبعة من مجلس الخدمة ، أجرينا انتخابات ١٩٧٢ وكانت أنزه انتخابات ، عملنا خمسة عشر يوماً ، لم نكلف الدولة قرشاً واحداً . كان هذا واجبنا,lebanon,politics,positive,explicit,لم نكلف الدولة قرشاً واحداً
حفل توديع نهايه وحدة المسكن بفصل المبدعون في الروضه الرابعه بصبيا تحت رعاية رائدة الفصل الاستاذه / شذا الطميحي https://t.co/2BddH1VW3Z,palestine,entertainment,positive,explicit,بفصل المبدعون في الروضه الرابعه
الف انتبهوا ⚠⚠⚠. اكو رابط ناشرينه الانتيز والكارهين يجمد ويقلل المشاهدات لاتدخلوا عليه ناشرينه بين الردود… https://t.co/R4qODlaDdz,jordan,personal,negative,explicit,يجمد ويقلل المشاهدات
@zahriabbass3 نسيب خي عباس اوعندي حل تاني غير اسم نسيب ل حسيب😂. والحمدالله على نعمة ام نسيب ما عندها تويتر ولا كنت نمت برا اليوم😂😂😂😂😂,syria,personal,positive,implicit,نسيب ل حسيب
#كاس_العالم_حيوحشنا_٧. عدم محاسبة فريق ومساواته بفريق آخر ليس من العدل،، لأن الجرم او الأخطاء تختلف.. العدل هو تطبيق النظام ع الكل. هذا مطلب,palestine,sports,negative,explicit,العدل
@LBCI_NEWS . مقدمة الأخبار من عندك وصفت إستهزاء وتهديد اللبنانية المعارضين للحزب ب هلا بالقميص بالهضامة والنكتة . جيبو وحدة تكون أقل غبى تفه,lebanon,politics,negative,explicit,اللبنانية المعارضين للحزب
ان مع العسر يسرا .. ربي يسر ولا تعسر واغفر وارحم انك انت الاعز الاكرم ربي انك عفو كريم تحب العفو فاعف عنا. #صهيوني_بالحرم_النبوي,palestine,religions,positive,explicit,"['ا .. ربي يسر ولا تعسر واغفر وارحم انك انت الاعز الاكرم ربي انك عفو كريم تحب', 'ان مع العسر يسرا', 'دعاء لله']"
نصر الله : الحريري تم استدعاؤه الى السعودية و الكل يعلم ذلك و الاستقالة كانت قرارا سعوديا مجبر عليه #السعودية #حزب_الله #لبنان #حسن_نصر_الله,jordan,politics,negative,explicit,استقالة 
@AJArabic عدم مغادرة عائلة الحريري كلها إلى فرنسا يؤكد لنا جميعا بأنه إطلاق سراح غير مشروط وان عودته إلى لبنان لن ت… https://t.co/vX2hNsoCQt,palestine,politics,negative,explicit,عائلة الحريري
اليمن و الحدود المشتركة و قلة امكانات الجيش الحوثي و 3 سنوات بلا نصر فماذا لو كانت دولة نووية كأيران أو جماعة كاملة… https://t.co/dSV8IaVF03,palestine,politics,negative,explicit,اليمن و الحدود المشتركة
@sloom_sg @GazeteMAG هلا بتوبا كايدة الكل 😊🔥. دائما تتربع على عرش القائمة رقمها واحد وان شاءالله دائما وابدا #الكوين… https://t.co/dCR44bLtl6,syria,personal,positive,explicit,دائما تتربع على عرش القائمة
أشارت بطرف العين خيفة أهـــلها. إشارة مذعــــــور ولم تتكلم. :. فأيقنت أن الطرف قد قال : مرحبا. وأهلا وسهلا بالحبيب المتيمِ,syria,personal,positive,explicit,هلا وسهلا
أنا راضي على الصورة الحمد لله، واستخدمتها خلفية لشاشة لابتوبي لأول مرة وفي سابقة من نوعها مع صوري 😬 https://t.co/7AWdQcctDj,syria,personal,positive,explicit,أنا راضي على الصورة
نحن لا نتعلم بالنصيحة نتعلم بالأخطاء ولا ننضج بمرور العمر إنما بمرور الأوغاد في حياتنا كل ماهو غير ذلك كلام يُباع في دورات التنمية البشرية.,jordan,personal,negative,implicit,دورات التنمية البشرية.
@AJABreaking لنقل ان منظمة التحرير فقدت مضمنوها الاساسي واجهضت بعد ان استولى عليها مجموعة من المرتزقه العملاء كعباس… https://t.co/ACbIlXaRV0,palestine,politics,negative,explicit,منظمة التحرير فقدت مضمنوها الاساسي
اليمن: طيران العدوان يستهدف مسعفين لضحايا غارة استهدفت منزلا في منطقة هران بمديرية أفلح (المسيرة),syria,politics,negative,explicit,طيران العدوان
#صورة| عقب الإفراج عنه بعد اعتقاله من داخل محكمة في #نابلس قبل أيام.. المحامي محمد حسين: تعرضت أثناء اعتقالي من قبل… https://t.co/7MhS4fNIEt,palestine,politics,negative,explicit,تعرضت أثناء اعتقالي من قبل
